,DATE,FEDFUNDS,rate_hike
734,2015-09-01,0.14,0.0
735,2015-10-01,0.12,-0.020000000000000018
736,2015-11-01,0.12,0.0
737,2015-12-01,0.24,0.12
738,2016-01-01,0.34,0.10000000000000003
739,2016-02-01,0.38,0.03999999999999998
740,2016-03-01,0.36,-0.020000000000000018
741,2016-04-01,0.37,0.010000000000000009
742,2016-05-01,0.37,0.0
743,2016-06-01,0.38,0.010000000000000009
744,2016-07-01,0.39,0.010000000000000009
745,2016-08-01,0.4,0.010000000000000009
746,2016-09-01,0.4,0.0
747,2016-10-01,0.4,0.0
748,2016-11-01,0.41,0.009999999999999953
749,2016-12-01,0.54,0.13000000000000006
750,2017-01-01,0.65,0.10999999999999999
751,2017-02-01,0.66,0.010000000000000009
752,2017-03-01,0.79,0.13
753,2017-04-01,0.9,0.10999999999999999
754,2017-05-01,0.91,0.010000000000000009
755,2017-06-01,1.04,0.13
756,2017-07-01,1.15,0.10999999999999988
757,2017-08-01,1.16,0.010000000000000009
758,2017-09-01,1.15,-0.010000000000000009
759,2017-10-01,1.15,0.0
760,2017-11-01,1.16,0.010000000000000009
761,2017-12-01,1.3,0.14000000000000012
762,2018-01-01,1.41,0.10999999999999988
763,2018-02-01,1.42,0.010000000000000009
764,2018-03-01,1.51,0.09000000000000008
765,2018-04-01,1.69,0.17999999999999994
766,2018-05-01,1.7,0.010000000000000009
767,2018-06-01,1.82,0.1200000000000001
768,2018-07-01,1.91,0.08999999999999986
769,2018-08-01,1.91,0.0
770,2018-09-01,1.95,0.040000000000000036
771,2018-10-01,2.19,0.24
772,2018-11-01,2.2,0.010000000000000231
773,2018-12-01,2.27,0.06999999999999984
774,2019-01-01,2.4,0.1299999999999999
775,2019-02-01,2.4,0.0
776,2019-03-01,2.41,0.010000000000000231
777,2019-04-01,2.42,0.009999999999999787
778,2019-05-01,2.39,-0.029999999999999805
779,2019-06-01,2.38,-0.010000000000000231
780,2019-07-01,2.4,0.020000000000000018
781,2019-08-01,2.13,-0.27
782,2019-09-01,2.04,-0.08999999999999986
783,2019-10-01,1.83,-0.20999999999999996
784,2019-11-01,1.55,-0.28
785,2019-12-01,1.55,0.0
786,2020-01-01,1.55,0.0
787,2020-02-01,1.58,0.030000000000000027
788,2020-03-01,0.65,-0.93
789,2020-04-01,0.05,-0.6
790,2020-05-01,0.05,0.0
791,2020-06-01,0.08,0.03
792,2020-07-01,0.09,0.009999999999999995
793,2020-08-01,0.1,0.010000000000000009
794,2020-09-01,0.09,-0.010000000000000009
795,2020-10-01,0.09,0.0
796,2020-11-01,0.09,0.0
797,2020-12-01,0.09,0.0
798,2021-01-01,0.09,0.0
799,2021-02-01,0.08,-0.009999999999999995
800,2021-03-01,0.07,-0.009999999999999995
801,2021-04-01,0.07,0.0
802,2021-05-01,0.06,-0.010000000000000009
803,2021-06-01,0.08,0.020000000000000004
804,2021-07-01,0.1,0.020000000000000004
805,2021-08-01,0.09,-0.010000000000000009
806,2021-09-01,0.08,-0.009999999999999995
807,2021-10-01,0.08,0.0
808,2021-11-01,0.08,0.0
809,2021-12-01,0.08,0.0
810,2022-01-01,0.08,0.0
811,2022-02-01,0.08,0.0
812,2022-03-01,0.2,0.12000000000000001
813,2022-04-01,0.33,0.13
814,2022-05-01,0.77,0.44
815,2022-06-01,1.21,0.43999999999999995
816,2022-07-01,1.68,0.47
817,2022-08-01,2.33,0.6500000000000001
818,2022-09-01,2.56,0.22999999999999998
819,2022-10-01,3.08,0.52
820,2022-11-01,3.78,0.6999999999999997
821,2022-12-01,4.1,0.31999999999999984
822,2023-01-01,4.33,0.23000000000000043
823,2023-02-01,4.57,0.2400000000000002
824,2023-03-01,4.65,0.08000000000000007
